Tick,Commodity,GlobalPrice,NationalPrice,Production,Demand,Inventory
77,ENERGY,100.96045,102.35992,80,75.68396,NaN
77,FOOD,47.69184,48.352924,80,75.68396,NaN
77,METAL,83.16421,84.31699,80,75.68396,NaN
78,ENERGY,97.10358,98.449585,80,75.68396,NaN
78,FOOD,48.850742,49.52789,80,75.68396,NaN
78,METAL,83.72658,84.88715,80,75.68396,NaN
79,ENERGY,99.06107,100.43421,80,75.68396,NaN
79,FOOD,47.50822,48.16676,80,75.68396,NaN
79,METAL,83.58389,84.74249,80,75.68396,NaN
80,ENERGY,94.9363,96.252266,80,75.68396,NaN
80,FOOD,48.773758,49.449837,80,75.68396,NaN
80,METAL,83.51614,84.673805,80,75.68396,NaN
81,ENERGY,94.214424,95.52038,80,75.68396,NaN
81,FOOD,48.999767,49.678978,80,75.68396,NaN
81,METAL,83.40105,84.55711,80,75.68396,NaN
82,ENERGY,93.48808,94.78397,80,75.68396,NaN
82,FOOD,48.635105,49.30926,80,75.68396,NaN
82,METAL,82.4537,83.596634,80,75.68396,NaN
83,ENERGY,95.60944,96.93474,80,75.68396,NaN
83,FOOD,48.78003,49.456196,80,75.68396,NaN
83,METAL,83.97806,85.14212,80,75.68396,NaN
84,ENERGY,93.0274,94.3169,80,75.68396,NaN
84,FOOD,48.417908,49.089054,80,75.68396,NaN
84,METAL,83.33968,84.494896,80,75.68396,NaN
85,ENERGY,93.24472,94.53724,80,75.68396,NaN
85,FOOD,47.885284,48.54905,80,75.68396,NaN
85,METAL,81.99288,83.12943,80,75.68396,NaN
86,ENERGY,94.90374,96.21925,80,75.68396,NaN
86,FOOD,49.139072,49.820217,80,75.68396,NaN
86,METAL,80.3469,81.46063,80,75.68396,NaN
87,ENERGY,94.28428,95.5912,80,75.68396,NaN
87,FOOD,49.239506,49.922043,80,75.68396,NaN
87,METAL,82.90155,84.05069,80,75.68396,NaN
88,ENERGY,95.77549,97.10309,80,75.68396,NaN
88,FOOD,50.119972,50.814713,80,75.68396,NaN
88,METAL,79.5284,80.63078,80,75.68396,NaN
89,ENERGY,99.96632,101.352005,80,75.68396,NaN
89,FOOD,48.586544,49.26003,80,75.68396,NaN
89,METAL,82.26532,83.40565,80,75.68396,NaN
90,ENERGY,99.315735,100.692406,80,75.68396,NaN
90,FOOD,48.79124,49.467564,80,75.68396,NaN
90,METAL,80.59721,81.71442,80,75.68396,NaN
91,ENERGY,99.34804,100.72515,80,75.68396,NaN
91,FOOD,51,51.70694,80,75.68396,NaN
91,METAL,81.47072,82.60003,80,75.68396,NaN
92,ENERGY,103.03955,104.467834,80,75.68396,NaN
92,FOOD,49.20876,49.89087,80,75.68396,NaN
92,METAL,78.065506,79.14761,80,75.68396,NaN
93,ENERGY,102.05263,103.46723,80,75.68396,NaN
93,FOOD,49.531826,50.218414,80,75.68396,NaN
93,METAL,77.73469,78.81221,80,75.68396,NaN
94,ENERGY,104.93893,106.39354,80,75.68396,NaN
94,FOOD,50.960793,51.667187,80,75.68396,NaN
94,METAL,79.7482,80.85363,80,75.68396,NaN
95,ENERGY,105.71573,107.181114,80,75.68396,NaN
95,FOOD,50.90595,51.611584,80,75.68396,NaN
95,METAL,79.32149,80.421005,80,75.68396,NaN
96,ENERGY,106.330124,107.80402,80,75.68396,NaN
96,FOOD,51.034416,51.741833,80,75.68396,NaN
96,METAL,78.02219,79.10369,80,75.68396,NaN
97,ENERGY,102.75529,104.179634,80,75.68396,NaN
97,FOOD,52.11472,52.83711,80,75.68396,NaN
97,METAL,78.57509,79.66426,80,75.68396,NaN
98,ENERGY,102.97262,104.39998,80,75.68396,NaN
98,FOOD,51.563835,52.278587,80,75.68396,NaN
98,METAL,79.45878,80.560196,80,75.68396,NaN
99,ENERGY,105.22105,106.67957,80,75.68396,NaN
99,FOOD,50.823994,51.528492,80,75.68396,NaN
99,METAL,78.440025,79.52732,80,75.68396,NaN
100,ENERGY,105.01228,106.46792,80,75.68396,NaN
100,FOOD,52.426582,53.153294,80,75.68396,NaN
100,METAL,79.01115,80.10636,80,75.68396,NaN
101,ENERGY,102.330124,103.74857,80,75.68396,NaN
101,FOOD,52.225174,52.949097,80,75.68396,NaN
101,METAL,78.127815,79.210785,80,75.68396,NaN
102,ENERGY,103.053535,104.48202,80,75.68396,NaN
102,FOOD,50.49909,51.19908,80,75.68396,NaN
102,METAL,75.476654,76.52287,80,75.68396,NaN
103,ENERGY,104.93893,106.39354,80,75.68396,NaN
103,FOOD,51.699265,52.415897,80,75.68396,NaN
103,METAL,77.83365,78.912544,80,75.68396,NaN
104,ENERGY,100.66736,102.06276,80,75.68396,NaN
104,FOOD,50.68887,51.391495,80,75.68396,NaN
104,METAL,77.256676,78.327576,80,75.68396,NaN
105,ENERGY,103.03955,104.467834,80,75.68396,NaN
105,FOOD,51.013176,51.7203,80,75.68396,NaN
105,METAL,78.41753,79.50452,80,75.68396,NaN
106,ENERGY,99.040184,100.41303,80,75.68396,NaN
106,FOOD,51.222004,51.93202,80,75.68396,NaN
106,METAL,75.2,76.242386,80,75.68396,NaN
107,ENERGY,98.53836,99.90425,80,75.68396,NaN
107,FOOD,50.52308,51.223408,80,75.68396,NaN
107,METAL,77.2296,78.30012,80,75.68396,NaN
108,ENERGY,96.68711,98.02734,80,75.68396,NaN
108,FOOD,51.271484,51.982185,80,75.68396,NaN
108,METAL,75.26993,76.313286,80,75.68396,NaN
109,ENERGY,95.3769,96.69897,80,75.68396,NaN
109,FOOD,51.881676,52.600834,80,75.68396,NaN
109,METAL,76.04396,77.098045,80,75.68396,NaN
110,ENERGY,96.2617,97.59604,80,75.68396,NaN
110,FOOD,51.704205,52.420906,80,75.68396,NaN
110,METAL,75.71054,76.76,80,75.68396,NaN
111,ENERGY,93.90862,95.21034,80,75.68396,NaN
111,FOOD,51.27179,51.982494,80,75.68396,NaN
111,METAL,75.62872,76.677055,80,75.68396,NaN
112,ENERGY,97.23307,98.58087,80,75.68396,NaN
112,FOOD,49.31187,49.995407,80,75.68396,NaN
112,METAL,75.81115,76.86201,80,75.68396,NaN
113,ENERGY,95.04951,96.36704,80,75.68396,NaN
113,FOOD,49.19012,49.87197,80,75.68396,NaN
113,METAL,78.00884,79.090164,80,75.68396,NaN
114,ENERGY,95.599976,96.92514,80,75.68396,NaN
114,FOOD,49.443645,50.12901,80,75.68396,NaN
114,METAL,76.25878,77.31584,80,75.68396,NaN
115,ENERGY,93.24472,94.53724,80,75.68396,NaN
115,FOOD,48.874874,49.552357,80,75.68396,NaN
115,METAL,77.683975,78.760796,80,75.68396,NaN
116,ENERGY,96.16361,97.49659,80,75.68396,NaN
116,FOOD,48.486973,49.159077,80,75.68396,NaN
116,METAL,80,81.108925,80,75.68396,NaN
117,ENERGY,96.180084,97.51329,80,75.68396,NaN
117,FOOD,48.852825,49.53,80,75.68396,NaN
117,METAL,78.79686,79.88911,80,75.68396,NaN
118,ENERGY,97.13961,98.486115,80,75.68396,NaN
118,FOOD,48.89414,49.571888,80,75.68396,NaN
118,METAL,77.671814,78.74847,80,75.68396,NaN
119,ENERGY,97.351036,98.70047,80,75.68396,NaN
119,FOOD,48.14382,48.81117,80,75.68396,NaN
119,METAL,79.86943,80.97655,80,75.68396,NaN
120,ENERGY,99.64388,101.0251,80,75.68396,NaN
120,FOOD,48.943947,49.622387,80,75.68396,NaN
120,METAL,81.2655,82.39197,80,75.68396,NaN
121,ENERGY,99.6821,101.06384,80,75.68396,NaN
121,FOOD,47.700962,48.36217,80,75.68396,NaN
121,METAL,80.253944,81.36639,80,75.68396,NaN
122,ENERGY,102.38741,103.80666,80,75.68396,NaN
122,FOOD,49.48066,50.16654,80,75.68396,NaN
122,METAL,78.89055,79.98409,80,75.68396,NaN
123,ENERGY,101.10701,102.50851,80,75.68396,NaN
123,FOOD,48.656845,49.331303,80,75.68396,NaN
123,METAL,81.01185,82.134796,80,75.68396,NaN
124,ENERGY,103.97595,105.41722,80,75.68396,NaN
124,FOOD,49.508217,50.194477,80,75.68396,NaN
124,METAL,82.03003,83.16709,80,75.68396,NaN
125,ENERGY,101.71573,103.12566,80,75.68396,NaN
125,FOOD,49.080196,49.760525,80,75.68396,NaN
125,METAL,81.30591,82.43293,80,75.68396,NaN
126,ENERGY,103.195206,104.62565,80,75.68396,NaN
126,FOOD,49.52279,50.20925,80,75.68396,NaN
126,METAL,83.2,84.35328,80,75.68396,NaN
127,ENERGY,103.36217,104.79493,80,75.68396,NaN
127,FOOD,49.08242,49.76278,80,75.68396,NaN
127,METAL,82.44255,83.585335,80,75.68396,NaN
128,ENERGY,104.344284,105.79066,80,75.68396,NaN
128,FOOD,47.75862,48.420628,80,75.68396,NaN
128,METAL,83.497375,84.65478,80,75.68396,NaN
129,ENERGY,106.97261,108.455414,80,75.68396,NaN
129,FOOD,49.67271,50.36125,80,75.68396,NaN
129,METAL,83.97806,85.14212,80,75.68396,NaN
130,ENERGY,105.62329,107.087395,80,75.68396,NaN
130,FOOD,49.02576,49.705334,80,75.68396,NaN
130,METAL,83.06882,84.220276,80,75.68396,NaN
131,ENERGY,102.330124,103.74857,80,75.68396,NaN
131,FOOD,49.839924,50.53078,80,75.68396,NaN
131,METAL,81.17128,82.29644,80,75.68396,NaN
132,ENERGY,102.700676,104.12427,80,75.68396,NaN
132,FOOD,50.205124,50.901043,80,75.68396,NaN
132,METAL,84.12073,85.28677,80,75.68396,NaN
133,ENERGY,102.68141,104.10474,80,75.68396,NaN
133,FOOD,50.063694,50.757652,80,75.68396,NaN
133,METAL,83.9555,85.11925,80,75.68396,NaN
134,ENERGY,102.92182,104.34847,80,75.68396,NaN
134,FOOD,49.383087,50.06761,80,75.68396,NaN
134,METAL,82.389915,83.53197,80,75.68396,NaN
135,ENERGY,100.68152,102.07712,80,75.68396,NaN
135,FOOD,50.79124,51.495285,80,75.68396,NaN
135,METAL,84.18893,85.35591,80,75.68396,NaN
136,ENERGY,102,103.41388,80,75.68396,NaN
136,FOOD,50.603073,51.30451,80,75.68396,NaN
136,METAL,84.20242,85.3696,80,75.68396,NaN
137,ENERGY,100.218056,101.60723,80,75.68396,NaN
137,FOOD,51.20876,51.91859,80,75.68396,NaN
137,METAL,83.46692,84.6239,80,75.68396,NaN
138,ENERGY,97.40926,98.75951,80,75.68396,NaN
138,FOOD,51.065983,51.773834,80,75.68396,NaN
138,METAL,83.17212,84.32501,80,75.68396,NaN
139,ENERGY,96.45169,97.78866,80,75.68396,NaN
139,FOOD,51.126354,51.835045,80,75.68396,NaN
139,METAL,84.01227,85.1768,80,75.68396,NaN
140,ENERGY,98.28427,99.646645,80,75.68396,NaN
140,FOOD,50.769264,51.473003,80,75.68396,NaN
140,METAL,82.992874,84.14328,80,75.68396,NaN
141,ENERGY,93.669876,94.968285,80,75.68396,NaN
141,FOOD,51.798374,52.51638,80,75.68396,NaN
141,METAL,82.39468,83.5368,80,75.68396,NaN
142,ENERGY,95.66479,96.990845,80,75.68396,NaN
142,FOOD,50.11472,50.809387,80,75.68396,NaN
142,METAL,82.70842,83.85489,80,75.68396,NaN
143,ENERGY,93.850914,95.15183,80,75.68396,NaN
143,FOOD,51.876904,52.595997,80,75.68396,NaN
143,METAL,82.76082,83.90801,80,75.68396,NaN
144,ENERGY,93.926796,95.22877,80,75.68396,NaN
144,FOOD,50.348194,51.046097,80,75.68396,NaN
144,METAL,81.40663,82.53505,80,75.68396,NaN
145,ENERGY,95.56012,96.88473,80,75.68396,NaN
145,FOOD,51.87605,52.59513,80,75.68396,NaN
145,METAL,83.19698,84.35022,80,75.68396,NaN
146,ENERGY,97.66987,99.02372,80,75.68396,NaN
146,FOOD,50.535084,51.235577,80,75.68396,NaN
146,METAL,83.2,84.35328,80,75.68396,NaN
147,ENERGY,95.63403,96.95967,80,75.68396,NaN
147,FOOD,50.5926,51.29389,80,75.68396,NaN
147,METAL,82.478775,83.622055,80,75.68396,NaN
148,ENERGY,95.45151,96.77461,80,75.68396,NaN
148,FOOD,52.31352,53.038666,80,75.68396,NaN
148,METAL,82.22299,83.36273,80,75.68396,NaN
149,ENERGY,96.88261,98.22555,80,75.68396,NaN
149,FOOD,51.40609,52.118656,80,75.68396,NaN
149,METAL,80.83561,81.956116,80,75.68396,NaN
150,ENERGY,99.52098,100.9005,80,75.68396,NaN
150,FOOD,51.454144,52.167377,80,75.68396,NaN
150,METAL,81.934494,83.07023,80,75.68396,NaN
151,ENERGY,99.879524,101.26401,80,75.68396,NaN
151,FOOD,50.741558,51.444916,80,75.68396,NaN
151,METAL,80.17905,81.29045,80,75.68396,NaN
152,ENERGY,100.52726,101.92072,80,75.68396,NaN
152,FOOD,50.561512,51.26237,80,75.68396,NaN
152,METAL,81.2655,82.39197,80,75.68396,NaN
153,ENERGY,101.386024,102.79139,80,75.68396,NaN
153,FOOD,51.233177,51.943348,80,75.68396,NaN
153,METAL,80.934685,82.056564,80,75.68396,NaN
154,ENERGY,104.93893,106.39354,80,75.68396,NaN
154,FOOD,50.64653,51.348568,80,75.68396,NaN
154,METAL,79.71566,80.82064,80,75.68396,NaN
155,ENERGY,101.89565,103.30808,80,75.68396,NaN
155,FOOD,50.747635,51.451077,80,75.68396,NaN
155,METAL,77.28147,78.352715,80,75.68396,NaN
156,ENERGY,102.330124,103.74857,80,75.68396,NaN
156,FOOD,50.50198,51.202015,80,75.68396,NaN
156,METAL,80,81.108925,80,75.68396,NaN
157,ENERGY,103.75673,105.194954,80,75.68396,NaN
157,FOOD,50.285637,50.982674,80,75.68396,NaN
157,METAL,78.49816,79.586266,80,75.68396,NaN
158,ENERGY,105.09817,106.55499,80,75.68396,NaN
158,FOOD,50.494473,51.194405,80,75.68396,NaN
158,METAL,76.25878,77.31584,80,75.68396,NaN
159,ENERGY,106.97261,108.455414,80,75.68396,NaN
159,FOOD,49.80131,50.491634,80,75.68396,NaN
159,METAL,79.22194,80.320076,80,75.68396,NaN
160,ENERGY,106.75528,108.23507,80,75.68396,NaN
160,FOOD,49.967594,50.66022,80,75.68396,NaN
160,METAL,76.02957,77.08346,80,75.68396,NaN
161,ENERGY,105.07935,106.53591,80,75.68396,NaN
161,FOOD,50.092144,50.7865,80,75.68396,NaN
161,METAL,78.82872,79.92141,80,75.68396,NaN
162,ENERGY,104.761185,106.21333,80,75.68396,NaN
162,FOOD,49.135826,49.816925,80,75.68396,NaN
162,METAL,78.67665,79.76723,80,75.68396,NaN
163,ENERGY,103.74118,105.17919,80,75.68396,NaN
163,FOOD,49.773823,50.463764,80,75.68396,NaN
163,METAL,76.94612,78.01271,80,75.68396,NaN
164,ENERGY,104.03368,105.47575,80,75.68396,NaN
164,FOOD,49.114075,49.794872,80,75.68396,NaN
164,METAL,77.641396,78.71762,80,75.68396,NaN
165,ENERGY,99.03955,100.41239,80,75.68396,NaN
165,FOOD,49.31525,49.998837,80,75.68396,NaN
165,METAL,75.447105,76.49292,80,75.68396,NaN
